Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Artanis=1
Conversation/AICommunication/Comment00101,Enemy forces sighted.=127
Conversation/AICommunication/Comment00102,Proxy sighted.=128
Conversation/AICommunication/Group00001,AI Communication=129
Conversation/AICommunication/Group00002,Artanis=130
Conversation/AICommunication/Group00003,Infested Kerrigan=131
Conversation/AICommunication/Group00004,Raynor=132
Conversation/AICommunication/Group00005,Army Alerts=133
Conversation/AICommunication/Group00006,Army Alerts=134
Conversation/AICommunication/Group00007,Advanced Alerts=135
Conversation/AICommunication/Group00008,Enemy Spotted=136
Conversation/AICommunication/Group00009,Advanced Alerts=137
Conversation/AICommunication/Group00010,Army Alerts=138
Conversation/AICommunication/Group00011,Advanced Alerts=139
Conversation/AICommunication/Group00012,Enemy Spotted=140
Conversation/AICommunication/Group00013,Enemy Spotted=141
Conversation/AICommunication/Group00014,Confirmations=142
Conversation/AICommunication/Group00015,Confirmations=143
Conversation/AICommunication/Group00016,Confirmations=144
Conversation/AICommunication/Group00017,Negative=145
Conversation/AICommunication/Group00018,Negative=146
Conversation/AICommunication/Group00019,Negative=147
Conversation/AICommunication/Line00001,Asaltantes, desplegaos.=148
Conversation/AICommunication/Line00002,Aún entrenamos un ejército. Lo haremos más tarde.=149
Conversation/AICommunication/Line00003,¡Dad todo lo que tengáis, Asaltantes!=150
Conversation/AICommunication/Line00004,Avanzad, aseguraremos esta zona.=151
Conversation/AICommunication/Line00005,Así que tierra sagrada, ¿eh? La protegeremos.=152
Conversation/AICommunication/Line00006,Para eso necesitaremos un ejército. Saldremos en cuanto podamos.=153
Conversation/AICommunication/Line00007,Aún entrenamos tropas. Enviaré a mis hombres en cuanto pueda.=154
Conversation/AICommunication/Line00008,Estamos construyendo un centro de mando.=155
Conversation/AICommunication/Line00009,¡Nos están dando una paliza! ¡Retirada!=156
Conversation/AICommunication/Line00010,¿Dónde coño estáis? ¡Nos están machacando!=157
Conversation/AICommunication/Line00011,¡Necesitamos refuerzos, ya!=158
Conversation/AICommunication/Line00012,Ahora mismo nos vendrían bien unos refuerzos.=159
Conversation/AICommunication/Line00013,¡Algo se mueve ahí fuera! ¡Necesitamos detección!=160
Conversation/AICommunication/Line00014,Creo que voy a recuperar el mando.=161
Conversation/AICommunication/Line00015,De acuerdo, recupero el control.=162
Conversation/AICommunication/Line00016,No pasará nada por mirar.=163
Conversation/AICommunication/Line00017,Hemos explorado esta zona. El explorador vuelve a la base.=164
Conversation/AICommunication/Line00018,Cuando haya entrenado unos soldados, saldremos.=165
Conversation/AICommunication/Line00019,No puedo llegar hasta allí, colega.=166
Conversation/AICommunication/Line00020,Estoy ocupado. Enviaré algo en un minuto.=167
Conversation/AICommunication/Line00021,Joder, han matado a mi VCE. Enviaré otro. =168
Conversation/AICommunication/Line00022,Detección en camino.=169
Conversation/AICommunication/Line00023,El cuervo regresa a la base.=170
Conversation/AICommunication/Line00024,Construyendo un cuervo.=171
Conversation/AICommunication/Line00025,El cuervo ha caído. ¡Enviaré otro!=172
Conversation/AICommunication/Line00026,Vamos a tomar esa expansión.=173
Conversation/AICommunication/Line00027,Estableciendo un centro de mando.=174
Conversation/AICommunication/Line00028,No puedo llegar ahí.=175
Conversation/AICommunication/Line00029,Parece que nos enfrentamos a unos protoss.=176
Conversation/AICommunication/Line00030,Vaya, parece que nuestro enemigo es terran.=177
Conversation/AICommunication/Line00031,¡Hay zerg en la zona!=178
Conversation/AICommunication/Line00032,Eso es un edificio protoss.=179
Conversation/AICommunication/Line00033,Vaya, hemos encontrado diseños terran familiares.=180
Conversation/AICommunication/Line00034,Tiene pinta de edificio zerg.=181
Conversation/AICommunication/Line00035,Parece que hemos encontrado una base.=182
Conversation/AICommunication/Line00036,Tenemos a los malos delante.=183
Conversation/AICommunication/Line00037,¿Qué coño hace este edificio aquí en medio de la nada?=184
Conversation/AICommunication/Line00038,We march forth.=185
Conversation/AICommunication/Line00039,Comprendido. Nuestros guerreros avanzan.=186
Conversation/AICommunication/Line00040,Necesitamos más guerreros. Atacaremos cuando estemos listos.=187
Conversation/AICommunication/Line00041,No pasarán.=188
Conversation/AICommunication/Line00042,Defenderemos cuando hayamos invocado a nuestros guerreros.=189
Conversation/AICommunication/Line00043,¡Avanzamos hacia la victoria!=190
Conversation/AICommunication/Line00044,¡Debemos retroceder!=191
Conversation/AICommunication/Line00045,El ataque comenzará cuando invoquemos a nuestros guerreros.=192
Conversation/AICommunication/Line00046,Yo estoy al mando.=193
Conversation/AICommunication/Line00047,¡El enemigo se ha ocultado! ¡Necesitamos detección!=194
Conversation/AICommunication/Line00048,¡Están atacando a nuestras fuerzas!=195
Conversation/AICommunication/Line00049,Nuestros exploradores se dirigen a esa ubicación.=196
Conversation/AICommunication/Line00050,El grupo de exploración regresa.=197
Conversation/AICommunication/Line00051,Nuestros exploradores partirán a esa ubicación en cuanto puedan.=198
Conversation/AICommunication/Line00052,Nuestro explorador no puede llegar a esa ubicación.=199
Conversation/AICommunication/Line00053,¡Han destruido a nuestro explorador! ¡Enviaremos otro!=200
Conversation/AICommunication/Line00054,Un observador está en camino.=201
Conversation/AICommunication/Line00055,Nuestro detector debe regresar a la base.=202
Conversation/AICommunication/Line00056,Invocaremos un detector de inmediato.=203
Conversation/AICommunication/Line00057,¡Han dado muerte a nuestro detector! ¡Enviaremos otro!=204
Conversation/AICommunication/Line00058,Esa ubicación es ideal para nuestra expansión.=205
Conversation/AICommunication/Line00059,Expansión asegurada. Procedemos a invocar un nexo.=206
Conversation/AICommunication/Line00060,Nuestras fuerzas no pueden llegar a esa ubicación.=207
Conversation/AICommunication/Line00061,Nuestro enemigo es protoss.=208
Conversation/AICommunication/Line00062,Hemos encontrado terran enemigos.=209
Conversation/AICommunication/Line00063,Zerg hostiles se han revelado.=210
Conversation/AICommunication/Line00064,Hemos encontrado un edificio protoss enemigo.=211
Conversation/AICommunication/Line00065,Este edificio pertenece a los terran.=212
Conversation/AICommunication/Line00066,Este edificio lleva la sangre putrefacta de los zerg.=213
Conversation/AICommunication/Line00067,Hemos descubierto la base del enemigo.=214
Conversation/AICommunication/Line00068,¡Hemos encontrado al enemigo!=215
Conversation/AICommunication/Line00069,¡No dejéis nada a vuestro paso!=216
Conversation/AICommunication/Line00070,No estoy lista. Atacaremos cuando haya mutado zerg suficientes.=217
Conversation/AICommunication/Line00071,Tendremos una sorpresa para ellos.=218
Conversation/AICommunication/Line00072,Mi ejército aún no es grande. Defenderé en cuanto pueda.=219
Conversation/AICommunication/Line00073,Descubriremos el punto débil del enemigo.=220
Conversation/AICommunication/Line00074,El Enjambre regresa a la base. Sufrimos demasiadas bajas.=221
Conversation/AICommunication/Line00075,Ahora haremos las cosas a mi manera.=222
Conversation/AICommunication/Line00076,El enemigo puede ocultarse.=223
Conversation/AICommunication/Line00077,¡Atacan a nuestras fuerzas!=224
Conversation/AICommunication/Line00078,Así que los protoss quieren pelea...=225
Conversation/AICommunication/Line00079,El enemigo es terran.=226
Conversation/AICommunication/Line00080,¿Una prole enemiga se atreve a desafiarnos?=227
Conversation/AICommunication/Line00081,De acuerdo. Atacaremos en cuanto mi ejército esté listo.=228
Conversation/AICommunication/Line00082,Hemos encontrado una estructura protoss.=229
Conversation/AICommunication/Line00083,Hay una colmena enemiga cerca de aquí.=230
Conversation/AICommunication/Line00084,Hemos descubierto la base del enemigo.=231
Conversation/AICommunication/Line00085,¡Hemos encontrado al enemigo!=232
Conversation/AICommunication/Line00086,¿Por qué construirían esta estructura aquí?=233
Conversation/AICommunication/Line00087,El explorador está en marcha.=234
Conversation/AICommunication/Line00088,Hemos explorado la zona, mi explorador regresa.=235
Conversation/AICommunication/Line00089,Mi explorador no puede llegar ahí.=236
Conversation/AICommunication/Line00090,Dame un minuto, exploraré tan pronto como pueda.=237
Conversation/AICommunication/Line00091,¡Han matado a mi explorador! Enviaré otro.=238
Conversation/AICommunication/Line00092,Necesito detección para otros propósitos.=239
Conversation/AICommunication/Line00093,Es hora de ver qué está pasando de verdad.=240
Conversation/AICommunication/Line00094,Estoy mutando todo lo rápido que puedo.=241
Conversation/AICommunication/Line00095,¡Han matado al detector! Enviaré otro.=242
Conversation/AICommunication/Line00096,Vamos a tomar esta expansión.=243
Conversation/AICommunication/Line00097,Colmena implantada.=244
Conversation/AICommunication/Line00098,Nuestros zánganos no pueden llegar aquí.=245
Conversation/AICommunication/Line00099,Un edificio terran...=246
Conversation/AICommunication/Line00100,A por ellos, Asaltantes.=247
Conversation/AICommunication/Line00101,Mis chicos se están preparando.=248
Conversation/AICommunication/Line00102,Confía en nosotros.=249
Conversation/AICommunication/Line00103,Avanzando, y con un par.=250
Conversation/AICommunication/Line00104,Los cabrones se resisten.=251
Conversation/AICommunication/Line00105,Mis chicos regresan a la base.=252
Conversation/AICommunication/Line00106,Damos media vuelta.=253
Conversation/AICommunication/Line00107,Voy a ordenar un ataque.=254
Conversation/AICommunication/Line00108,¡Vamos a darles un poco de caña!=255
Conversation/AICommunication/Line00109,Hay un follón de cojones ahí fuera.=256
Conversation/AICommunication/Line00110,Vamos Asaltantes, volvéis a mi mando.=257
Conversation/AICommunication/Line00111,Hora de volver a la acción.=258
Conversation/AICommunication/Line00112,Exploración lista.=259
Conversation/AICommunication/Line00113,Finiquitado. Me llevo al explorador.=260
Conversation/AICommunication/Line00114,Enviando un explorador.=261
Conversation/AICommunication/Line00115,Explorador en camino.=262
Conversation/AICommunication/Line00116,Mi explorador no puede llegar ahí.=263
Conversation/AICommunication/Line00117,¿Tienes un teletransporte, majete? Es la única forma de llegar ahí.=264
Conversation/AICommunication/Line00118,Ni de coña.=265
Conversation/AICommunication/Line00119,Parece que mi explorador está acabando.=266
Conversation/AICommunication/Line00120,Sí, hombre, vas a tener que esperar un poco.=267
Conversation/AICommunication/Line00121,Genial, el explorador ha palmado.=268
Conversation/AICommunication/Line00122,¡Tienen a mi explorador!=269
Conversation/AICommunication/Line00123,Construye ese centro de mando.=270
Conversation/AICommunication/Line00124,Creo que no voy a poder hacer eso.=271
Conversation/AICommunication/Line00125,Venga, voy a tomar una expansión.=272
Conversation/AICommunication/Line00126,Preparad un cuervo, muchachos. Rápido.=273
Conversation/AICommunication/Line00127,¡Han reventado mi cuervo!=274
Conversation/AICommunication/Line00128,Cuervo en camino.=275
Conversation/AICommunication/Line00129,Creo que por ahora va a ser que no.=276
Conversation/AICommunication/Line00130,Su base está ahí.=277
Conversation/AICommunication/Line00131,¿Un poco lejos para un edificio, no crees?=278
Conversation/AICommunication/Line00132,Y eso es la base.=279
Conversation/AICommunication/Line00133,Vaya, ¿qué tenemos aquí?=280
Conversation/AICommunication/Line00134,Hemos encontrado la base enemiga.=281
Conversation/AICommunication/Line00135,Parece que los malos han levantado un campamento aquí.=282
Conversation/AICommunication/Line00136,Bueno, es una forma de encontrar al enemigo.=283
Conversation/AICommunication/Line00137,Parece que el enemigo ha asomado la cabeza.=284
Conversation/AICommunication/Line00138,Eso es una estructura zerg.=285
Conversation/AICommunication/Line00139,Edificio terran avistado, y no es mío.=286
Conversation/AICommunication/Line00140,Hemos encontrado una estructura protoss.=287
Conversation/AICommunication/Line00141,Vaya, no hay duda de que hay un enemigo protoss por aquí.=288
Conversation/AICommunication/Line00142,Hay terran hostiles ahí fuera.=289
Conversation/AICommunication/Line00143,Joder, zerg.=290
Conversation/AICommunication/Line00144,Los protoss buscan pelea.=291
Conversation/AICommunication/Line00145,Terran... matadlos.=292
Conversation/AICommunication/Line00146,Estos zerg deben recordar quién es su reina.=293
Conversation/AICommunication/Line00147,Eso es un edificio protoss.=294
Conversation/AICommunication/Line00148,Ese edificio es de origen terran.=295
Conversation/AICommunication/Line00149,Esta estructura pertenece a una prole enemiga.=296
Conversation/AICommunication/Line00150,La base del enemigo está aquí.=297
Conversation/AICommunication/Line00151,Nuestro enemigo tiene aquí la base.=298
Conversation/AICommunication/Line00152,Ahí está la base de nuestro enemigo.=299
Conversation/AICommunication/Line00153,Aquí. Hemos encontrado la base del enemigo.=300
Conversation/AICommunication/Line00154,Qué extraño. Esta estructura no debería estar aquí.=301
Conversation/AICommunication/Line00155,Esta base pertenece a nuestros enemigos.=302
Conversation/AICommunication/Line00156,Las fuerzas enemigas se han presentado.=303
Conversation/AICommunication/Line00157,El enemigo. Bien, me estaba aburriendo.=304
Conversation/AICommunication/Line00158,El Enjambre atacará este lugar.=305
Conversation/AICommunication/Line00159,¡El Enjambre no tiene compasión!=306
Conversation/AICommunication/Line00160,Mis fuerzas aún no están listas.=307
Conversation/AICommunication/Line00161,Que vengan.=308
Conversation/AICommunication/Line00162,El enemigo se arrepentirá de haber venido.=309
Conversation/AICommunication/Line00163,Es curioso, este edificio está lejos de una base.=310
Conversation/AICommunication/Line00164,Mis fuerzas necesitan tiempo para prepararse.=311
Conversation/AICommunication/Line00165,Mi prole combate aquí.=312
Conversation/AICommunication/Line00166,¡Matadlos a todos! ¡Sin cuartel!=313
Conversation/AICommunication/Line00167,Debemos regresar a la colmena.=314
Conversation/AICommunication/Line00168,We're pulling back.=315
Conversation/AICommunication/Line00169,Estoy mutando más zerg. Atacaremos cuando estemos listos.=316
Conversation/AICommunication/Line00170,Extendiendo el control.=317
Conversation/AICommunication/Line00171,El Enjambre vuelve a ser mío.=318
Conversation/AICommunication/Line00172,Necesitamos detección.=319
Conversation/AICommunication/Line00173,¡Nos están superando!=320
Conversation/AICommunication/Line00174,¿Dónde están los refuerzos?=321
Conversation/AICommunication/Line00175,Enviando un explorador.=322
Conversation/AICommunication/Line00176,Coincidimos. Nuestras fuerzas han partido.=323
Conversation/AICommunication/Line00178,Nuestros guerreros se están preparando.=324
Conversation/AICommunication/Line00179,Aquí defendemos nuestro destino.=325
Conversation/AICommunication/Line00180,Necesitamos más guerreros.=326
Conversation/AICommunication/Line00181,Nuestras fuerzas asaltarán esa ubicación.=327
Conversation/AICommunication/Line00182,No sobreviviremos a esta batalla.=328
Conversation/AICommunication/Line00183,Nuestros guerreros deben retroceder.=329
Conversation/AICommunication/Line00184,Esta batalla está perdida. Nos retiramos.=330
Conversation/AICommunication/Line00185,Necesitaremos tropas adicionales.=331
Conversation/AICommunication/Line00186,Voy a recobrar el control.=332
Conversation/AICommunication/Line00187,Hemos perdido al enemigo. Necesitamos detección.=333
Conversation/AICommunication/Line00188,Necesitamos refuerzos.=334
Conversation/AICommunication/Line00189,¡Rápido, envía ayuda! ¡Aún se puede ganar la batalla!=335
Conversation/AICommunication/Line00190,El Khala guiará mi mano.=336
Conversation/AICommunication/Line00191,Estamos explorando esta zona.=337
Conversation/AICommunication/Line00192,Hemos enviado un explorador.=338
Conversation/AICommunication/Line00194,Misión de exploración completada.=339
Conversation/AICommunication/Line00195,Nuestro explorador regresa.=340
Conversation/AICommunication/Line00196,No podemos alcanzar esta ubicación.=341
Conversation/AICommunication/Line00197,No podemos alcanzar esa ubicación.=342
Conversation/AICommunication/Line00198,No podemos acceder a esa ubicación. Enviaremos exploradores tan pronto como podamos.=343
Conversation/AICommunication/Line00199,¡Han destruido a nuestro explorador! ¡Otro lo reemplazará!=344
Conversation/AICommunication/Line00200,¡El enemigo ha destruido a nuestro explorador! Enviaremos otro.=345
Conversation/AICommunication/Line00201,Suministraremos el observador solicitado.=346
Conversation/AICommunication/Line00202,El observador regresa a la base.=347
Conversation/AICommunication/Line00203,Nuestro observador debe regresar.=348
Conversation/AICommunication/Line00204,Pronto tendremos detección disponible.=349
Conversation/AICommunication/Line00205,¡Han destruido nuestro detector!=350
Conversation/AICommunication/Line00206,Debemos obtener más recursos.=351
Conversation/AICommunication/Line00207,Estamos intentando asegurar esta expansión.=352
Conversation/AICommunication/Line00208,Iniciada secuencia de invocación dimensional. El nexo llegará en breve.=353
Conversation/AICommunication/Line00209,Invocando un nexo.=354
Conversation/AICommunication/Line00210,Secuencia de invocación de nexo iniciada.=355
Conversation/AICommunication/Line00211,Coordenadas de invocación de nexo confirmadas.=356
Conversation/AICommunication/Line00212,Coordenadas dimensionales fijadas. Invocando nexo.=357
Conversation/AICommunication/Line00213,Imposible llegar a esa ubicación.=358
Conversation/AICommunication/Line00214,No podremos expandirnos a esa ubicación.=359
Conversation/AICommunication/Line00215,Protoss enemigos avistados. En guardia.=360
Conversation/AICommunication/Line00216,Fuerzas terran hostiles detectadas.=361
Conversation/AICommunication/Line00217,Hemos descubierto una base zerg enemiga.=362
Conversation/AICommunication/Line00218,Un edificio protoss.=363
Conversation/AICommunication/Line00219,Fuerzas protoss enemigas están construyendo aquí.=364
Conversation/AICommunication/Line00220,Las fuerzas terran se han establecido aquí.=365
Conversation/AICommunication/Line00221,Los terran han construido en este lugar.=366
Conversation/AICommunication/Line00222,Los zerg han construido en este suelo.=367
Conversation/AICommunication/Line00223,Esta estructura pertenece a los zerg.=368
Conversation/AICommunication/Line00224,La base principal de un enemigo.=369
Conversation/AICommunication/Line00225,Hemos descubierto una base enemiga.=370
Conversation/AICommunication/Line00226,Esta base pertenece al enemigo.=371
Conversation/AICommunication/Line00227,El enemigo ha establecido una base aquí.=372
Conversation/AICommunication/Line00228,La base del enemigo está aquí.=373
Conversation/AICommunication/Line00229,Nuestros enemigos se reúnen aquí.=374
Conversation/AICommunication/Line00230,Qué extraño, este edificio está lejos de la protección del enemigo.=375
Conversation/AICommunication/Line00231,Hay mucho conocimiento que obtener.=376
Conversation/AICommunication/Line00232,Hecho. Mi explorador regresa.=377
Conversation/AICommunication/Line00233,Eso es imposible.=378
Conversation/AICommunication/Line00234,El Enjambre revela todos los secretos.=379
Conversation/AICommunication/Line00235,No importa, recuperaré mi detector.=380
Conversation/AICommunication/Line00236,¡Cómo osan matar a mi explorador!=381
Conversation/AICommunication/Line00237,Estoy ocupada. Exploraremos luego.=382
Conversation/AICommunication/Line00238,Estoy mutando detección.=383
Conversation/AICommunication/Line00239,¡Han matado a mi detector!=384
Conversation/AICommunication/Line00240,Esta expansión pertenece al Enjambre.=385
Conversation/AICommunication/Line00241,Reclamo estos minerales.=386
Conversation/AICommunication/Line00242,Debemos expandirnos.=387
Conversation/AICommunication/Line00243,El Enjambre crece.=388
Conversation/AICommunication/Line00244,Estoy mutando un criadero.=389
Conversation/AICommunication/Line00245,He colocado un criadero aquí.=390
Conversation/AICommunication/Line00246,Implantando un criadero.=391
Conversation/AICommunication/Line00247,No podemos llegar ahí.=392
Conversation/AICommunication/Line00248,No. Esta zona no es apta para expandirnos.=393
Conversation/AICommunication/Line00249,¡Triunfad sobre el enemigo!=394
Conversation/AICommunication/Line00250,¡No resistiremos! ¡Debemos regresar a la base!=395
Conversation/AICommunication/Line00251,El enemigo es demasiado fuerte. Nos reagruparemos.=396
Conversation/AICommunication/Line00252,¡Son demasiado poderosos! Retiraré mis tropas.=397
Conversation/AICommunication/Line00253,¡Que nuestros enemigos sientan el poder del Khala!=398
Conversation/AICommunication/Line00254,¡Atacad, guerreros!=399
Conversation/AICommunication/Line00255,¡Luchad con todas vuestras fuerzas, hijos de Aiur!=400
Conversation/AICommunication/Line00256,¡La victoria está a nuestro alcance! ¡No cedáis!=401
Conversation/AICommunication/Line00257,¡Luchad! ¡Por la gloria eterna, hasta el final!=402
Conversation/AICommunication/Line00258,Vale. Nos movemos.=403
Conversation/AICommunication/Line00259,¡A por todas, chavales! ¡Freídlos!=404
Conversation/AICommunication/Line00260,¡Eso es! ¡Ni un paso atrás!=405
Conversation/AICommunication/Line00261,¡Vamos, pasamos a la acción!=406
Conversation/AICommunication/Line00262,¡Vamos, Asaltantes, atacad aquí!=407
Conversation/AICommunication/Line00263,El Enjambre avanza.=408
Conversation/AICommunication/Line00264,Mi prole está en camino.=409
Conversation/AICommunication/Line00265,Sí, no habrá supervivientes.=410
Conversation/AICommunication/Line00266,Adelante, hijos míos: destruidlos.=411
Conversation/AICommunication/Line00267,Mi Enjambre los hará pedazos.=412
Conversation/AICommunication/Line00268,¡Permaneced en guardia, guerreros!=413
Conversation/AICommunication/Line00269,¿Tienes un detector? Algo nos acecha en las sombras...=414
Conversation/AICommunication/Line00270,Understood.=415
Conversation/AICommunication/Line00271,We concur.=416
Conversation/AICommunication/Line00272,Lo pillo.=417
Conversation/AICommunication/Line00273,Alright.=418
Conversation/AICommunication/Line00276,Como quieras.=419
Conversation/AICommunication/Line00277,Done.=420
Conversation/AICommunication/Line00278,Yup.=421
Conversation/AICommunication/Line00279,De acuerdo.=422
Conversation/AICommunication/Line00280,No estoy lista.=423
Conversation/AICommunication/Line00281,Ni de coña.=424
