Conversation/DEBUG_FaceAnimTest/Group00001=凱莉根 /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=伊茲夏 /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=札迦拉 /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=斯杜科夫 /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=維勒安 /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=德哈卡 /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=菈莎拉 /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/DEBUG_FaceAnimTest/Line00054=Surprised minimum /// Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00055=Angry full /// Angry full
Conversation/DEBUG_FaceAnimTest/Line00056=Angry half /// Angry half
Conversation/DEBUG_FaceAnimTest/Line00057=Angry minimum /// Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00058=Fear full /// Fear full
Conversation/DEBUG_FaceAnimTest/Line00059=Fear half /// Fear half
Conversation/DEBUG_FaceAnimTest/Line00060=Fear minimum /// Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00061=Happy full /// Happy full
Conversation/DEBUG_FaceAnimTest/Line00062=Happy half /// Happy half
Conversation/DEBUG_FaceAnimTest/Line00063=Happy minimum /// Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00064=Sad full /// Sad full
Conversation/DEBUG_FaceAnimTest/Line00065=Sad half /// Sad half
Conversation/DEBUG_FaceAnimTest/Line00066=Sad minimum /// Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00067=Serious full /// Serious full
Conversation/DEBUG_FaceAnimTest/Line00068=Serious half /// Serious half
Conversation/DEBUG_FaceAnimTest/Line00069=Serious minimum /// Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00070=Surprised full /// Surprised full
Conversation/DEBUG_FaceAnimTest/Line00071=Surprised half /// Surprised half
Conversation/DEBUG_FaceAnimTest/Line00072=Surprised minimum /// Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00073=Angry full /// Angry full
Conversation/DEBUG_FaceAnimTest/Line00074=Angry half /// Angry half
Conversation/DEBUG_FaceAnimTest/Line00075=Angry minimum /// Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00076=Fear full /// Fear full
Conversation/DEBUG_FaceAnimTest/Line00077=Fear half /// Fear half
Conversation/DEBUG_FaceAnimTest/Line00078=Fear minimum /// Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00079=Happy full /// Happy full
Conversation/DEBUG_FaceAnimTest/Line00080=Happy half /// Happy half
Conversation/DEBUG_FaceAnimTest/Line00081=Happy minimum /// Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00082=Sad full /// Sad full
Conversation/DEBUG_FaceAnimTest/Line00083=Sad half /// Sad half
Conversation/DEBUG_FaceAnimTest/Line00084=Sad minimum /// Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00085=Serious full /// Serious full
Conversation/DEBUG_FaceAnimTest/Line00086=Serious half /// Serious half
Conversation/DEBUG_FaceAnimTest/Line00087=Serious minimum /// Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00088=Surprised full /// Surprised full
Conversation/DEBUG_FaceAnimTest/Line00089=Surprised half /// Surprised half
Conversation/DEBUG_FaceAnimTest/Line00090=Surprised minimum /// Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00091=Angry full /// Angry full
Conversation/DEBUG_FaceAnimTest/Line00092=Angry half /// Angry half
Conversation/DEBUG_FaceAnimTest/Line00093=Angry minimum /// Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00094=Fear full /// Fear full
Conversation/DEBUG_FaceAnimTest/Line00095=Fear half /// Fear half
Conversation/DEBUG_FaceAnimTest/Line00096=Fear minimum /// Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00097=Happy full /// Happy full
Conversation/DEBUG_FaceAnimTest/Line00098=Happy half /// Happy half
Conversation/DEBUG_FaceAnimTest/Line00099=Happy minimum /// Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00100=Sad full /// Sad full
Conversation/DEBUG_FaceAnimTest/Line00101=Sad half /// Sad half
Conversation/DEBUG_FaceAnimTest/Line00102=Sad minimum /// Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00103=Serious full /// Serious full
Conversation/DEBUG_FaceAnimTest/Line00104=Serious half /// Serious half
Conversation/DEBUG_FaceAnimTest/Line00105=Serious minimum /// Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00106=Surprised full /// Surprised full
Conversation/DEBUG_FaceAnimTest/Line00107=Surprised half /// Surprised half
Conversation/DEBUG_FaceAnimTest/Line00108=Surprised minimum /// Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00109=Angry full /// Angry full
Conversation/DEBUG_FaceAnimTest/Line00110=Angry half /// Angry half
Conversation/DEBUG_FaceAnimTest/Line00111=Angry minimum /// Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00112=Fear full /// Fear full
Conversation/DEBUG_FaceAnimTest/Line00113=Fear half /// Fear half
Conversation/DEBUG_FaceAnimTest/Line00114=Fear minimum /// Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00115=Happy full /// Happy full
Conversation/DEBUG_FaceAnimTest/Line00116=Happy half /// Happy half
Conversation/DEBUG_FaceAnimTest/Line00117=Happy minimum /// Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00118=Sad full /// Sad full
Conversation/DEBUG_FaceAnimTest/Line00119=Sad half /// Sad half
Conversation/DEBUG_FaceAnimTest/Line00120=Sad minimum /// Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00121=Serious full /// Serious full
Conversation/DEBUG_FaceAnimTest/Line00122=Serious half /// Serious half
Conversation/DEBUG_FaceAnimTest/Line00123=Serious minimum /// Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00124=Surprised full /// Surprised full
Conversation/DEBUG_FaceAnimTest/Line00125=Surprised half /// Surprised half
Conversation/DEBUG_FaceAnimTest/Line00126=Surprised minimum /// Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00127=Angry full /// Angry full
Conversation/DEBUG_FaceAnimTest/Line00128=Angry half /// Angry half
Conversation/DEBUG_FaceAnimTest/Line00129=Angry minimum /// Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00130=Fear full /// Fear full
Conversation/DEBUG_FaceAnimTest/Line00131=Fear half /// Fear half
Conversation/DEBUG_FaceAnimTest/Line00132=Fear minimum /// Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00133=Happy full /// Happy full
Conversation/DEBUG_FaceAnimTest/Line00134=Happy half /// Happy half
Conversation/DEBUG_FaceAnimTest/Line00135=Happy minimum /// Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00136=Sad full /// Sad full
Conversation/DEBUG_FaceAnimTest/Line00137=Sad half /// Sad half
Conversation/DEBUG_FaceAnimTest/Line00138=Sad minimum /// Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00139=Serious full /// Serious full
Conversation/DEBUG_FaceAnimTest/Line00140=Serious half /// Serious half
Conversation/DEBUG_FaceAnimTest/Line00141=Serious minimum /// Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00142=Surprised full /// Surprised full
Conversation/DEBUG_FaceAnimTest/Line00143=Surprised half /// Surprised half
Conversation/DEBUG_FaceAnimTest/Line00144=Surprised minimum /// Surprised minimum
Conversation/FixedCondition/CharacterEnabled=角色~INDEX~為可用（就目前設定而言） /// Character ~INDEX~ is available (on current set)
Conversation/FixedCondition/CharacterUnlocked=角色~INDEX~為已知 /// Character ~INDEX~ is known
Conversation/FixedCondition/DoNotPlay=Do Not Play /// Do Not Play
Conversation/FixedCondition/KerriganAlive=凱莉根為~INDEX~ /// Kerrigan is ~INDEX~
Conversation/FixedCondition/LastMission=上一個任務為~INDEX~ /// Last mission was ~INDEX~
Conversation/FixedCondition/MissionAvailable=任務~INDEX~為可用（可進行~VALUE01~至~VALUE02~次，0=否） /// Mission ~INDEX~ is available (playable ~VALUE01~ to ~VALUE02~ times, 0=not)
Conversation/FixedCondition/MissionCompleted=任務~INDEX~為已完成（已完成~VALUE01~至~VALUE02~的任務，0=否） /// Mission ~INDEX~ is completed (did ~VALUE01~ to ~VALUE02~ missions ago, 0=not)
Conversation/FixedCondition/MissionCompletedCount=已完成~VALUE01~到~VALUE02~的任務 /// Completed ~VALUE01~ to ~VALUE02~ missions
Conversation/FixedCondition/ObjectiveCompleted=完成任務目標~INDEX~ /// Objective ~INDEX~ completed
Conversation/FixedCondition/PlanetActive=玩家在~INDEX~。 /// Player is on ~INDEX~
Conversation/FixedCondition/PlanetAvailable=~INDEX~星球為可用 /// World ~INDEX~ available
Conversation/Name/Ambience=環境 /// Ambience
Conversation/Name/Coop_Transmissions=Coop_Transmissions /// Coop_Transmissions
Conversation/Name/DEBUG_FaceAnimTest=DEBUG_FaceAnimTest /// DEBUG_FaceAnimTest
Conversation/Name/zBriefing_Char01=zBriefing_Char01 /// zBriefing_Char01
Conversation/Name/zBriefing_Char02=zBriefing_Char02 /// zBriefing_Char02
Conversation/Name/zBriefing_Char03=zBriefing_Char03 /// zBriefing_Char03
Conversation/Name/zBriefing_Expedition01=zBriefing_Expedition01 /// zBriefing_Expedition01
Conversation/Name/zBriefing_Expedition022=zBriefing_Expedition02 /// zBriefing_Expedition02
Conversation/Name/zBriefing_Expedition03=zBriefing_Expedition03 /// zBriefing_Expedition03
Conversation/Name/zBriefing_Hybrid01=zBriefing_Hybrid01 /// zBriefing_Hybrid01
Conversation/Name/zBriefing_Hybrid02=zBriefing_Hybrid02 /// zBriefing_Hybrid02
Conversation/Name/zBriefing_Hybrid03=zBriefing_Hybrid03 /// zBriefing_Hybrid03
Conversation/Name/zBriefing_Korhal01=zBriefing_Korhal01 /// zBriefing_Korhal01
Conversation/Name/zBriefing_Korhal02=zBriefing_Korhal02 /// zBriefing_Korhal02
Conversation/Name/zBriefing_Korhal03=zBriefing_Korhal03 /// zBriefing_Korhal03
Conversation/Name/zBriefing_Lab01=zBriefing_Lab01 /// zBriefing_Lab01
Conversation/Name/zBriefing_Lab02=zBriefing_Lab02 /// zBriefing_Lab02
Conversation/Name/zBriefing_Lab03=zBriefing_Lab03 /// zBriefing_Lab03
Conversation/Name/zBriefing_Space01=zBriefing_Space01 /// zBriefing_Space01
Conversation/Name/zBriefing_Space02=zBriefing_Space02 /// zBriefing_Space02
Conversation/Name/zBriefing_Zerus01=zBriefing_Zerus01 /// zBriefing_Zerus01
Conversation/Name/zBriefing_Zerus02=zBriefing_Zerus02 /// zBriefing_Zerus02
Conversation/Name/zBriefing_Zerus03=zBriefing_Zerus03 /// zBriefing_Zerus03
Conversation/Name/zCutscene_Zerg01=zCutscene_Zerg01 /// zCutscene_Zerg01
Conversation/Name/zCutscene_Zerg02=zCutscene_Zerg02 /// zCutscene_Zerg02
Conversation/Name/zCutscene_Zerg03=zCutscene_Zerg03 /// zCutscene_Zerg03
Conversation/Name/zCutscene_Zerg04=zCutscene_Zerg04 /// zCutscene_Zerg04
Conversation/Name/zCutscene_Zerg05=zCutscene_Zerg05 /// zCutscene_Zerg05
Conversation/Name/zCutscene_Zerg07=zCutscene_Zerg07 /// zCutscene_Zerg07
Conversation/Name/zCutscene_Zerg08=zCutscene_Zerg08 /// zCutscene_Zerg08
Conversation/Name/zCutscene_Zerg09=zCutscene_Zerg09 /// zCutscene_Zerg09
Conversation/Name/zCutscene_Zerg10=zCutscene_Zerg10 /// zCutscene_Zerg10
Conversation/Name/zDebrief_Arc2=zDebrief_Arc2 /// zDebrief_Arc2
Conversation/Name/zDebrief_Arc4DoW=zDebrief_Arc4DoW /// zDebrief_Arc4DoW
Conversation/Name/zDebrief_Arc5DoW=zDebrief_Arc5DoW /// zDebrief_Arc5DoW
Conversation/Name/zDebrief_Arc6DoW=zDebrief_Arc6DoW /// zDebrief_Arc6DoW
Conversation/Name/zDebrief_Char01=zDebrief_Char01 /// zDebrief_Char01
Conversation/Name/zDebrief_Expedition01=zDebrief_Expedition01 /// zDebrief_Expedition01
Conversation/Name/zDebrief_Hybrid02=zDebrief_Hybrid02 /// zDebrief_Hybrid02
Conversation/Name/zDebrief_Hybrid03=zDebrief_Hybrid03 /// zDebrief_Hybrid03
Conversation/Name/zDebrief_Korhal01=zDebrief_Korhal01 /// zDebrief_Korhal01
Conversation/Name/zDebrief_Lab01=zDebrief_Lab01 /// zDebrief_Lab01
Conversation/Name/zDebrief_Mission5=zDebrief_Mission5 /// zDebrief_Mission5
Conversation/Name/zDebrief_Zerus02=zDebrief_Zerus02 /// zDebrief_Zerus02
Conversation/Name/zDoW_Arc4=zDoW_Arc4 /// zDoW_Arc4
Conversation/Name/zDoW_Confirmation=zDoW_Confirmation /// zDoW_Confirmation
Conversation/Name/zEvoBriefing_Baneling=zEvoBriefing_Baneling /// zEvoBriefing_Baneling
Conversation/Name/zEvoBriefing_EggMonster=zEvoBriefing_SwarmHost /// zEvoBriefing_SwarmHost
Conversation/Name/zEvoBriefing_Hydralisk=zEvoBriefing_Hydralisk /// zEvoBriefing_Hydralisk
Conversation/Name/zEvoBriefing_Mutalisk=zEvoBriefing_Mutalisk /// zEvoBriefing_Mutalisk
Conversation/Name/zEvoBriefing_Roach=zEvoBriefing_Roach /// zEvoBriefing_Roach
Conversation/Name/zEvoBriefing_Ultralisk=zEvoBriefing_Ultralisk /// zEvoBriefing_Ultralisk
Conversation/Name/zEvoBriefing_Zergling=zEvoBriefing_Zergling /// zEvoBriefing_Zergling
Conversation/Name/zEvoChoice=zEvoChoice /// zEvoChoice
Conversation/Name/zEvoMission_Baneling=zEvoMission_Baneling /// zEvoMission_Baneling
Conversation/Name/zEvoMission_EggMonster=zEvoMission_SwarmHost /// zEvoMission_SwarmHost
Conversation/Name/zEvoMission_Mutalisk=zEvoMission_Mutalisk /// zEvoMission_Mutalisk
Conversation/Name/zEvoMission_Roach=zEvoMission_Roach /// zEvoMission_Roach
Conversation/Name/zEvoMission_Ultralisk=zEvoMission_Ultralisk /// zEvoMission_Ultralisk
Conversation/Name/zEvoMission_Zergling=zEvoMission_Zergling /// zEvoMission_Zergling
Conversation/Name/zEvoPitch_Baneling=zEvoPitch_Baneling /// zEvoPitch_Baneling
Conversation/Name/zEvoPitch_EggMonster=zEvoPitch_SwarmHost /// zEvoPitch_SwarmHost
Conversation/Name/zEvoPitch_Hydralisk=zEvoPitch_Hydralisk /// zEvoPitch_Hydralisk
Conversation/Name/zEvoPitch_Mutalisk=zEvoPitch_Mutalisk /// zEvoPitch_Mutalisk
Conversation/Name/zEvoPitch_Roach=zEvoPitch_Roach /// zEvoPitch_Roach
Conversation/Name/zEvoPitch_Ultralisk=zEvoPitch_Ultralisk /// zEvoPitch_Ultralisk
Conversation/Name/zEvoPitch_Zergling=zEvoPitch_Zergling /// zEvoPitch_Zergling
Conversation/Name/zLabArc_Abilities=zLabArc_Abilities /// zLabArc_Abilities
Conversation/Name/zMission_Char01=zMission_Char01 /// zMission_Char01
Conversation/Name/zMission_Char02=zMission_Char02 /// zMission_Char02
Conversation/Name/zMission_Char03=zMission_Char03 /// zMission_Char03
Conversation/Name/zMission_Expedition01=zMission_Expedition01 /// zMission_Expedition01
Conversation/Name/zMission_Expedition02=zMission_Expedition02 /// zMission_Expedition02
Conversation/Name/zMission_Expedition03=zMission_Expedition03 /// zMission_Expedition03
Conversation/Name/zMission_Hybrid01=zMission_Hybrid01 /// zMission_Hybrid01
Conversation/Name/zMission_Korhal01=zMission_Korhal01 /// zMission_Korhal01
Conversation/Name/zMission_Korhal02=zMission_Korhal02 /// zMission_Korhal02
Conversation/Name/zMission_Korhal03=zMission_Korhal03 /// zMission_Korhal03
Conversation/Name/zMission_Lab01=zMission_Lab01 /// zMission_Lab01
Conversation/Name/zMission_Lab02=zMission_Lab02 /// zMission_Lab02
Conversation/Name/zMission_Lab03=zMission_Lab03 /// zMission_Lab03
Conversation/Name/zMission_MultiMissionCallouts=zMission_MultiMissionCallouts /// zMission_MultiMissionCallouts
Conversation/Name/zMission_Space01=zMission_Space01 /// zMission_Space01
Conversation/Name/zMission_Space02=zMission_Space02 /// zMission_Space02
Conversation/Name/zMission_Zerus01=zMission_Zerus01 /// zMission_Zerus01
Conversation/Name/zMission_Zerus02=zMission_Zerus02 /// zMission_Zerus02
Conversation/Name/zMission_Zerus03=zMission_Zerus03 /// zMission_Zerus03
Conversation/Name/zPitch_Char01=zPitch_Char01 /// zPitch_Char01
Conversation/Name/zPitch_Char01Travel=zPitch_Char01 Travel /// zPitch_Char01 Travel
Conversation/Name/zPitch_Char02=zPitch_Char02 /// zPitch_Char02
Conversation/Name/zPitch_Char03=zPitch_Char03 /// zPitch_Char03
Conversation/Name/zPitch_Expedition01=zPitch_Expedition01 /// zPitch_Expedition01
Conversation/Name/zPitch_Expedition01Travel=zPitch_Expedition01 Travel /// zPitch_Expedition01 Travel
Conversation/Name/zPitch_Expedition02=zPitch_Expedition02 /// zPitch_Expedition02
Conversation/Name/zPitch_Expedition03=zPitch_Expedition03 /// zPitch_Expedition03
Conversation/Name/zPitch_Hybrid01Travel=zPitch_Hybrid01 Travel /// zPitch_Hybrid01 Travel
Conversation/Name/zPitch_Hybrid02Travel=zPitch_Hybrid02 Travel /// zPitch_Hybrid02 Travel
Conversation/Name/zPitch_Korhal01=zPitch_Korhal01 /// zPitch_Korhal01
Conversation/Name/zPitch_Korhal01Travel=zPitch_Korhal01 Travel /// zPitch_Korhal01 Travel
Conversation/Name/zPitch_Korhal02=zPitch_Korhal02 /// zPitch_Korhal02
Conversation/Name/zPitch_Korhal03=zPitch_Korhal03 /// zPitch_Korhal03
Conversation/Name/zPitch_Lab01=zPitch_Lab01 /// zPitch_Lab01
Conversation/Name/zPitch_Lab03=zPitch_Lab03 /// zPitch_Lab03
Conversation/Name/zPitch_Space01=zPitch_Space01 /// zPitch_Space01
Conversation/Name/zPitch_Space01Travel=zPitch_Space01 Travel /// zPitch_Space01 Travel
Conversation/Name/zPitch_Space02=zPitch_Space02 /// zPitch_Space02
Conversation/Name/zPitch_Space02Travel=zPitch_Space02 Travel /// zPitch_Space02 Travel
Conversation/Name/zPitch_TAdjutantChar=zPitch_TAdjutantChar /// zPitch_TAdjutantChar
Conversation/Name/zPitch_TAdjutantExpedition=zPitch_TAdjutantExpedition /// zPitch_TAdjutantExpedition
Conversation/Name/zPitch_Zerus01=zPitch_Zerus01 /// zPitch_Zerus01
Conversation/Name/zPitch_Zerus01Travel=zPitch_Zerus01 Travel /// zPitch_Zerus01 Travel
Conversation/Name/zPitch_Zerus02=zPitch_Zerus02 /// zPitch_Zerus02
Conversation/Name/zPitch_Zerus03=zPitch_Zerus03 /// zPitch_Zerus03
Conversation/Name/zPrerender_KA=zPrerender_KA /// zPrerender_KA
Conversation/Name/zPrerender_ZI=zPrerender_ZI /// zPrerender_ZI
Conversation/Name/zScripted_EvolutionMaster_First=zScripted_EvolutionMaster_First /// zScripted_EvolutionMaster_First
Conversation/Name/zScripted_EvoMissionsUnlock=zScripted_EvoMissionsUnlock /// zScripted_EvoMissionsUnlock
Conversation/Name/zScripted_FourthArcAfter=zScripted_FourthArcAfter /// zScripted_FourthArcAfter
Conversation/Name/zScripted_Hybrid03Travel=zScripted_Hybrid03Travel /// zScripted_Hybrid03Travel
Conversation/Name/zScripted_HybridArcBefore=zScripted_HybridArcBefore /// zScripted_HybridArcBefore
Conversation/Name/zScripted_KorhalArcBefore=zScripted_KorhalArcBefore /// zScripted_KorhalArcBefore
Conversation/Name/zScripted_Space01Travel=zScripted_Space01Travel /// zScripted_Space01Travel
Conversation/Name/zScripted_ZAdjutantIntro=zScripted_ZAdjutantIntro /// zScripted_ZAdjutantIntro
Conversation/Name/zScripted_Zerus01Before=zScripted_Zerus01Before /// zScripted_Zerus01Before
Conversation/Name/zSM_CharFortress=zSM_CharFortress /// zSM_CharFortress
Conversation/Name/zSM_EvolutionMaster=zSM_EvolutionMaster /// zSM_EvolutionMaster
Conversation/Name/zSM_ExpeditionHatchery=zSM_ExpeditionHatchery /// zSM_ExpeditionHatchery
Conversation/Name/zSM_HybridLab=zSM_HybridLab /// zSM_HybridLab
Conversation/Name/zSM_Kerrigan=zSM_Kerrigan /// zSM_Kerrigan
Conversation/Name/zSM_KorhalPalace=zSM_KorhalPalace /// zSM_KorhalPalace
Conversation/Name/zSM_KorhalWorld=zSM_KorhalWorld /// zSM_KorhalWorld
Conversation/Name/zSM_PrimalZergAdvisor=zSM_PrimalZergAdvisor /// zSM_PrimalZergAdvisor
Conversation/Name/zSM_ProtossPrisoner=zSM_ProtossPrisoner /// zSM_ProtossPrisoner
Conversation/Name/zSM_RogueQueen=zSM_RogueQueen /// zSM_RogueQueen
Conversation/Name/zSM_Stukov=zSM_Stukov /// zSM_Stukov
Conversation/Name/zSM_Valerian=zSM_Valerian /// zSM_Valerian
Conversation/Name/zSM_Zeratul=zSM_Zeratul /// zSM_Zeratul
Conversation/Name/zSM_ZergAdjutant=zSM_ZergAdjutant /// zSM_ZergAdjutant
Conversation/Name/zSM_ZerusAncientOne=zSM_ZerusZurvan /// zSM_ZerusZurvan
Conversation/Name/zSMAmbient_CharFortress=zSMAmbient_CharFortress /// zSMAmbient_CharFortress
Conversation/Name/zSMAmbient_EvolutionMaster=zSMAmbient_EvolutionMaster /// zSMAmbient_EvolutionMaster
Conversation/Name/zSMAmbient_EvolutionMaster02=zSMAmbient_EvolutionMaster02 /// zSMAmbient_EvolutionMaster02
Conversation/Name/zSMAmbient_Idles=zSMAmbient_Idles /// zSMAmbient_Idles
Conversation/Name/zSMAmbient_Kerrigan=zSMAmbient_Kerrigan /// zSMAmbient_Kerrigan
Conversation/Name/zSMAmbient_PrimalZergAdvisor=zSMAmbient_PrimalZergAdvisor /// zSMAmbient_PrimalZergAdvisor
Conversation/Name/zSMAmbient_ProtossPrisoner=zSMAmbient_ProtossPrisoner /// zSMAmbient_ProtossPrisoner
Conversation/Name/zSMAmbient_RogueQueen=zSMAmbient_RogueQueen /// zSMAmbient_RogueQueen
Conversation/Name/zSMAmbient_Stukov=zSMAmbient_Stukov /// zSMAmbient_Stukov
Conversation/Name/zSMAmbient_UnitUpgrade=zSMAmbient_UnitUpgrade /// zSMAmbient_UnitUpgrade
Conversation/Name/zSMAmbient_Zeratul=zSMAmbient_Zeratul /// zSMAmbient_Zeratul
Conversation/Name/zSMAmbient_ZergAdjutant=zSMAmbient_ZergAdjutant /// zSMAmbient_ZergAdjutant
Conversation/Name/zSMAmbient_ZerusZurvan=zSMAmbient_ZerusZurvan /// zSMAmbient_ZerusZurvan
Conversation/Name/zSMBriefing_Expedition03=zSMBriefing_Expedition03 /// zSMBriefing_Expedition03
Conversation/Name/zSMBriefing_Hybrid02=zSMBriefing_Hybrid02 /// zSMBriefing_Hybrid02
Conversation/Name/zSMBriefing_Korhal01=zSMBriefing_Korhal01 /// zSMBriefing_Korhal01
Conversation/Name/zSMBriefing_Korhal02=zSMBriefing_Korhal02 /// zSMBriefing_Korhal02
