Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Artanis=1
Conversation/AICommunication/Comment00101,Enemy forces sighted.=127
Conversation/AICommunication/Comment00102,Proxy sighted.=128
Conversation/AICommunication/Group00001,AI Communication=129
Conversation/AICommunication/Group00002,Artanis=130
Conversation/AICommunication/Group00003,Infested Kerrigan=131
Conversation/AICommunication/Group00004,Raynor=132
Conversation/AICommunication/Group00005,Army Alerts=133
Conversation/AICommunication/Group00006,Army Alerts=134
Conversation/AICommunication/Group00007,Advanced Alerts=135
Conversation/AICommunication/Group00008,Enemy Spotted=136
Conversation/AICommunication/Group00009,Advanced Alerts=137
Conversation/AICommunication/Group00010,Army Alerts=138
Conversation/AICommunication/Group00011,Advanced Alerts=139
Conversation/AICommunication/Group00012,Enemy Spotted=140
Conversation/AICommunication/Group00013,Enemy Spotted=141
Conversation/AICommunication/Group00014,Confirmations=142
Conversation/AICommunication/Group00015,Confirmations=143
Conversation/AICommunication/Group00016,Confirmations=144
Conversation/AICommunication/Group00017,Negative=145
Conversation/AICommunication/Group00018,Negative=146
Conversation/AICommunication/Group00019,Negative=147
Conversation/AICommunication/Line00001,Raiders, roll.=148
Conversation/AICommunication/Line00002,Still training up an army. We'll get to it!=149
Conversation/AICommunication/Line00003,Give it all you got, Raiders!=150
Conversation/AICommunication/Line00004,You move on, we'll keep this patch secured.=151
Conversation/AICommunication/Line00005,Holy ground, huh? We'll keep her safe.=152
Conversation/AICommunication/Line00006,Gonna need an army for that. We'll get out there when we can.=153
Conversation/AICommunication/Line00007,Still training troops. I'll get my men out there ASAP.=154
Conversation/AICommunication/Line00008,Command center going up over here.=155
Conversation/AICommunication/Line00009,We're taking a licking! Heading back!=156
Conversation/AICommunication/Line00010,Where are you? We're dying out here!=157
Conversation/AICommunication/Line00011,We need backup, pronto!=158
Conversation/AICommunication/Line00012,Now would be a great time for reinforcements.=159
Conversation/AICommunication/Line00013,There's something moving out here! We need detection!=160
Conversation/AICommunication/Line00014,Think I'll get back to running this show.=161
Conversation/AICommunication/Line00015,Alright, I'm taking back control.=162
Conversation/AICommunication/Line00016,Can't hurt to take a look.=163
Conversation/AICommunication/Line00017,We've scoped out this area. Scout's heading back to base.=164
Conversation/AICommunication/Line00018,Once I've trained up some soldiers we'll head out.=165
Conversation/AICommunication/Line00019,Can't reach that location, partner.=166
Conversation/AICommunication/Line00020,Little busy here. I'll send something out in a minute.=167
Conversation/AICommunication/Line00021,Dammit, they killed my SCV. I'm sending out another.=168
Conversation/AICommunication/Line00022,Detection on the way.=169
Conversation/AICommunication/Line00023,Taking this raven back to base.=170
Conversation/AICommunication/Line00024,Building a raven now.=171
Conversation/AICommunication/Line00025,The raven's down. I'll send another!=172
Conversation/AICommunication/Line00026,We're going to take that expansion.=173
Conversation/AICommunication/Line00027,Putting up a command center.=174
Conversation/AICommunication/Line00028,Can't reach that.=175
Conversation/AICommunication/Line00029,Looks like we're facing some protoss.=176
Conversation/AICommunication/Line00030,Well, looks like our enemy is terran.=177
Conversation/AICommunication/Line00031,We've got zerg over here!=178
Conversation/AICommunication/Line00032,That's a protoss building.=179
Conversation/AICommunication/Line00033,Well, there's some familiar terran designs.=180
Conversation/AICommunication/Line00034,Looks like a zerg building.=181
Conversation/AICommunication/Line00035,Looks like we've found a base.=182
Conversation/AICommunication/Line00036,Bad guys, straight ahead.=183
Conversation/AICommunication/Line00037,What the hell is this building doing all the way out here?=184
Conversation/AICommunication/Line00038,We march forth.=185
Conversation/AICommunication/Line00039,Understood. Our warriors move.=186
Conversation/AICommunication/Line00040,We require more warriors. We shall attack once ready.=187
Conversation/AICommunication/Line00041,None shall pass.=188
Conversation/AICommunication/Line00042,We will defend once our warriors have warped in.=189
Conversation/AICommunication/Line00043,We move for victory!=190
Conversation/AICommunication/Line00044,We must retreat!=191
Conversation/AICommunication/Line00045,The attack will commence once our warriors have warped in.=192
Conversation/AICommunication/Line00046,I am in command.=193
Conversation/AICommunication/Line00047,The enemy has cloaked! We require detection!=194
Conversation/AICommunication/Line00048,Our forces are under attack!=195
Conversation/AICommunication/Line00049,Our scouts are headed to this location.=196
Conversation/AICommunication/Line00050,Our scouting party returns.=197
Conversation/AICommunication/Line00051,Our scouts will head to this location as soon as they can.=198
Conversation/AICommunication/Line00052,Our scout is unable to reach this location.=199
Conversation/AICommunication/Line00053,Our scout has been destroyed! We are sending another!=200
Conversation/AICommunication/Line00054,An observer is on its way.=201
Conversation/AICommunication/Line00055,Our detector must return to base.=202
Conversation/AICommunication/Line00056,We are warping in a detector, immediately.=203
Conversation/AICommunication/Line00057,Our detector has been slain! We are sending another!=204
Conversation/AICommunication/Line00058,This location is ideal for our expansion.=205
Conversation/AICommunication/Line00059,Expansion secured. We are warping in a Nexus now.=206
Conversation/AICommunication/Line00060,Our forces cannot reach that location.=207
Conversation/AICommunication/Line00061,Our enemy is Protoss.=208
Conversation/AICommunication/Line00062,We have encountered enemy terrans.=209
Conversation/AICommunication/Line00063,Hostile zerg have shown themselves.=210
Conversation/AICommunication/Line00064,We have encountered an enemy Protoss structure.=211
Conversation/AICommunication/Line00065,This building belongs to the terrans.=212
Conversation/AICommunication/Line00066,This building bears the tainted flesh of the zerg.=213
Conversation/AICommunication/Line00067,The enemy's base has been discovered.=214
Conversation/AICommunication/Line00068,We have encountered the enemy!=215
Conversation/AICommunication/Line00069,Leave nothing behind!=216
Conversation/AICommunication/Line00070,I'm not ready. We'll attack once I've morphed enough zerg.=217
Conversation/AICommunication/Line00071,We'll have a surprise in store for them.=218
Conversation/AICommunication/Line00072,My army isn't large enough. I'll defend as soon as I'm able.=219
Conversation/AICommunication/Line00073,We are probing the enemy for weakness.=220
Conversation/AICommunication/Line00074,The Swarm is returning to base. We're taking too many losses.=221
Conversation/AICommunication/Line00075,Now we do things my way.=222
Conversation/AICommunication/Line00076,The enemy can cloak!=223
Conversation/AICommunication/Line00077,Our forces are under attack!=224
Conversation/AICommunication/Line00078,So the protoss wish to do battle.=225
Conversation/AICommunication/Line00079,The enemy is terran.=226
Conversation/AICommunication/Line00080,An enemy brood wishes to challenge us?=227
Conversation/AICommunication/Line00081,I agree. We will begin the attack once my army is ready.=228
Conversation/AICommunication/Line00082,We've encountered a protoss structure.=229
Conversation/AICommunication/Line00083,There's an enemy zerg hive cluster around here.=230
Conversation/AICommunication/Line00084,We've discovered the enemy's base.=231
Conversation/AICommunication/Line00085,We've encountered the enemy!=232
Conversation/AICommunication/Line00086,Why would they build this structure out here?=233
Conversation/AICommunication/Line00087,Our scout is on the move.=234
Conversation/AICommunication/Line00088,We've scouted the area. I'm taking my scout back.=235
Conversation/AICommunication/Line00089,My scout cannot reach that location.=236
Conversation/AICommunication/Line00090,Give me a moment. I'll scout as soon as I can.=237
Conversation/AICommunication/Line00091,They killed my scout! I'm sending another.=238
Conversation/AICommunication/Line00092,I require detection for other purposes.=239
Conversation/AICommunication/Line00093,It's time to find out what's really going on.=240
Conversation/AICommunication/Line00094,I'm morphing as quickly as I can.=241
Conversation/AICommunication/Line00095,They've killed the detector! I'm sending another.=242
Conversation/AICommunication/Line00096,We're taking this expansion.=243
Conversation/AICommunication/Line00097,Hive cluster implanted.=244
Conversation/AICommunication/Line00098,Our drones cannot reach this location.=245
Conversation/AICommunication/Line00099,A terran building...=246
Conversation/AICommunication/Line00100,Plant it, raiders.=247
Conversation/AICommunication/Line00101,My boys are training right now.=248
Conversation/AICommunication/Line00102,You can count on us.=249
Conversation/AICommunication/Line00103,Heading out, and playing it cool.=250
Conversation/AICommunication/Line00104,Encountering some tough resistance.=251
Conversation/AICommunication/Line00105,My guys are headed back to base.=252
Conversation/AICommunication/Line00106,We're heading back.=253
Conversation/AICommunication/Line00107,I'm ordering an attack here!=254
Conversation/AICommunication/Line00108,Let's ruffle their feathers a bit!=255
Conversation/AICommunication/Line00109,It's a little too crazy out here.=256
Conversation/AICommunication/Line00110,Alright Raiders, back under my command.=257
Conversation/AICommunication/Line00111,Time to get back to business.=258
Conversation/AICommunication/Line00112,Done scouting.=259
Conversation/AICommunication/Line00113,All done here. I'll take that scout back.=260
Conversation/AICommunication/Line00114,Sending a scout now.=261
Conversation/AICommunication/Line00115,Scout's on the way.=262
Conversation/AICommunication/Line00116,My scout can't get there.=263
Conversation/AICommunication/Line00117,You got a teleporter? Otherwise, we ain't getting there.=264
Conversation/AICommunication/Line00118,Not happenin'.=265
Conversation/AICommunication/Line00119,Looks like my scout's wrapping things up.=266
Conversation/AICommunication/Line00120,Yeah, that's not happenin' right now.=267
Conversation/AICommunication/Line00121,Great... Scout's dead.=268
Conversation/AICommunication/Line00122,They got my scout!=269
Conversation/AICommunication/Line00123,Get that command center built.=270
Conversation/AICommunication/Line00124,Not gonna be able to pull that one off.=271
Conversation/AICommunication/Line00125,Alright, I'm taking an expansion.=272
Conversation/AICommunication/Line00126,Build a raven, boys. Pronto.=273
Conversation/AICommunication/Line00127,They busted my raven!=274
Conversation/AICommunication/Line00128,Raven heading out.=275
Conversation/AICommunication/Line00129,I'm gonna have to say no for now.=276
Conversation/AICommunication/Line00130,Their base is over here.=277
Conversation/AICommunication/Line00131,Kinda far out for a building, don't ya think?=278
Conversation/AICommunication/Line00132,And that would be the base.=279
Conversation/AICommunication/Line00133,Well, what do we have here.=280
Conversation/AICommunication/Line00134,Ran into an enemy base.=281
Conversation/AICommunication/Line00135,Looks like the bad guys have set up shop here.=282
Conversation/AICommunication/Line00136,That's one way to find the enemy.=283
Conversation/AICommunication/Line00137,Looks like the enemy's shown themselves.=284
Conversation/AICommunication/Line00138,That's a zerg structure.=285
Conversation/AICommunication/Line00139,Terran building sighted, and it ain't one of mine.=286
Conversation/AICommunication/Line00140,We've found a protoss structure over here.=287
Conversation/AICommunication/Line00141,Well, there's definitely enemy protoss out here.=288
Conversation/AICommunication/Line00142,There's some hostile terrans out here.=289
Conversation/AICommunication/Line00143,Aw man, zerg.=290
Conversation/AICommunication/Line00144,The protoss are looking for a fight.=291
Conversation/AICommunication/Line00145,Terrans... Kill them.=292
Conversation/AICommunication/Line00146,These zerg need to be reminded who their queen is.=293
Conversation/AICommunication/Line00147,That's a protoss building.=294
Conversation/AICommunication/Line00148,This building is terran in origin.=295
Conversation/AICommunication/Line00149,This structure belongs to an enemy brood.=296
Conversation/AICommunication/Line00150,The enemy's base is here.=297
Conversation/AICommunication/Line00151,Our enemy is headquartered here.=298
Conversation/AICommunication/Line00152,There. Our foe's base.=299
Conversation/AICommunication/Line00153,Here. We've found the enemy's base.=300
Conversation/AICommunication/Line00154,Strange. This structure doesn't belong here.=301
Conversation/AICommunication/Line00155,This base belongs to our foes.=302
Conversation/AICommunication/Line00156,The enemy's forces have presented themselves.=303
Conversation/AICommunication/Line00157,The enemy. Good, I was getting bored.=304
Conversation/AICommunication/Line00158,The Swarm is assaulting here.=305
Conversation/AICommunication/Line00159,The Swarm spares no one!=306
Conversation/AICommunication/Line00160,My forces are not ready yet.=307
Conversation/AICommunication/Line00161,Let them come.=308
Conversation/AICommunication/Line00162,The enemy will regret coming here.=309
Conversation/AICommunication/Line00163,Curious, this building is far from a base.=310
Conversation/AICommunication/Line00164,My forces need time to prepare.=311
Conversation/AICommunication/Line00165,My brood is engaging here.=312
Conversation/AICommunication/Line00166,Slay them all! No quarter!=313
Conversation/AICommunication/Line00167,We must return to the hive cluster.=314
Conversation/AICommunication/Line00168,We're pulling back.=315
Conversation/AICommunication/Line00169,I am morphing more zerg. We will attack when ready.=316
Conversation/AICommunication/Line00170,Extending control.=317
Conversation/AICommunication/Line00171,The Swarm is mine once again.=318
Conversation/AICommunication/Line00172,We need detection.=319
Conversation/AICommunication/Line00173,We are being overwhelmed!=320
Conversation/AICommunication/Line00174,Where are the reinforcements?=321
Conversation/AICommunication/Line00175,Sending a scout now.=322
Conversation/AICommunication/Line00176,We concur. Our forces are en route.=323
Conversation/AICommunication/Line00178,Our warriors are being readied.=324
Conversation/AICommunication/Line00179,Here, we make our stand.=325
Conversation/AICommunication/Line00180,We require additional warriors.=326
Conversation/AICommunication/Line00181,Our forces will assault this location.=327
Conversation/AICommunication/Line00182,We cannot survive this battle.=328
Conversation/AICommunication/Line00183,Our warriors must pull back.=329
Conversation/AICommunication/Line00184,This fight is lost. We retreat.=330
Conversation/AICommunication/Line00185,We will require additional troops.=331
Conversation/AICommunication/Line00186,I am resuming control.=332
Conversation/AICommunication/Line00187,We have lost the enemy. Detection is required.=333
Conversation/AICommunication/Line00188,We require reinforcement.=334
Conversation/AICommunication/Line00189,Quickly, send aid! The battle can still be won!=335
Conversation/AICommunication/Line00190,The khala will guide my hand.=336
Conversation/AICommunication/Line00191,We are exploring this area.=337
Conversation/AICommunication/Line00192,We have sent forth a scout.=338
Conversation/AICommunication/Line00194,Scouting mission completed.=339
Conversation/AICommunication/Line00195,Our scout returns.=340
Conversation/AICommunication/Line00196,We are unable to reach that location.=341
Conversation/AICommunication/Line00197,We cannot reach that location.=342
Conversation/AICommunication/Line00198,We cannot access this location. Our scouts will be sent as soon as they can.=343
Conversation/AICommunication/Line00199,Our scout has been destroyed! Another will replace it!=344
Conversation/AICommunication/Line00200,The enemy has destroyed our scout! We will send another.=345
Conversation/AICommunication/Line00201,We will supply an observer as requested.=346
Conversation/AICommunication/Line00202,Returning our observer to base.=347
Conversation/AICommunication/Line00203,Our observer must return.=348
Conversation/AICommunication/Line00204,We will have detection available soon.=349
Conversation/AICommunication/Line00205,They have destroyed our detector!=350
Conversation/AICommunication/Line00206,We must secure additional resources.=351
Conversation/AICommunication/Line00207,We are attempting to secure this expansion.=352
Conversation/AICommunication/Line00208,Dimensional warp sequence beginning. Nexus will arrive shortly.=353
Conversation/AICommunication/Line00209,Warping in a Nexus.=354
Conversation/AICommunication/Line00210,Nexus warp sequence: initiated.=355
Conversation/AICommunication/Line00211,Nexus warp coordinates confirmed.=356
Conversation/AICommunication/Line00212,Dimensional coordinates locked. Nexus in warp.=357
Conversation/AICommunication/Line00213,This location cannot be reached.=358
Conversation/AICommunication/Line00214,We will not be able to expand to this location.=359
Conversation/AICommunication/Line00215,Enemy protoss sighted. Prepare yourselves.=360
Conversation/AICommunication/Line00216,Hostile terran forces detected.=361
Conversation/AICommunication/Line00217,An enemy zerg force has been discovered.=362
Conversation/AICommunication/Line00218,A protoss structure.=363
Conversation/AICommunication/Line00219,Enemy protoss forces are building here.=364
Conversation/AICommunication/Line00220,The terran forces have positioned themselves here.=365
Conversation/AICommunication/Line00221,The terrans have built upon this location.=366
Conversation/AICommunication/Line00222,The zerg have built upon this ground.=367
Conversation/AICommunication/Line00223,This structure belongs to the zerg.=368
Conversation/AICommunication/Line00224,An enemy's headquarters.=369
Conversation/AICommunication/Line00225,We have discovered an enemy base.=370
Conversation/AICommunication/Line00226,This base belongs to the enemy.=371
Conversation/AICommunication/Line00227,The enemy has built up a base here.=372
Conversation/AICommunication/Line00228,The enemy's base is here.=373
Conversation/AICommunication/Line00229,Our enemies gather here.=374
Conversation/AICommunication/Line00230,Odd, this building is far from the enemy's protection.=375
Conversation/AICommunication/Line00231,There is much knowledge to be gained.=376
Conversation/AICommunication/Line00232,Done. My scout is returning.=377
Conversation/AICommunication/Line00233,That's not possible.=378
Conversation/AICommunication/Line00234,The Swarm reveals all secrets.=379
Conversation/AICommunication/Line00235,Nevermind, I'm taking my detector back.=380
Conversation/AICommunication/Line00236,How dare they kill my scout!=381
Conversation/AICommunication/Line00237,I'm busy. We'll scout later.=382
Conversation/AICommunication/Line00238,I'm morphing detection now.=383
Conversation/AICommunication/Line00239,My detector has been killed!=384
Conversation/AICommunication/Line00240,This expansion belongs to the Swarm.=385
Conversation/AICommunication/Line00241,I claim these minerals.=386
Conversation/AICommunication/Line00242,We must expand.=387
Conversation/AICommunication/Line00243,The Swarm grows.=388
Conversation/AICommunication/Line00244,Mutating a hatchery now.=389
Conversation/AICommunication/Line00245,I've placed a hatchery here.=390
Conversation/AICommunication/Line00246,Implating a hatchery.=391
Conversation/AICommunication/Line00247,We cannot reach that location.=392
Conversation/AICommunication/Line00248,No. This area is not suitable for expansion.=393
Conversation/AICommunication/Line00249,Vanquish the enemy!=394
Conversation/AICommunication/Line00250,We cannot hold! We must return to base!=395
Conversation/AICommunication/Line00251,The enemy is too strong. We are regrouping.=396
Conversation/AICommunication/Line00252,They are too powerful! I am pulling back my troops.=397
Conversation/AICommunication/Line00253,Let our enemies feel the might of the khala!=398
Conversation/AICommunication/Line00254,Strike now, warriors!=399
Conversation/AICommunication/Line00255,Fight with all you have, children of aiur!=400
Conversation/AICommunication/Line00256,Victory is within our grasp! Do not relent!=401
Conversation/AICommunication/Line00257,Fight on! For eternal glory, to the end!=402
Conversation/AICommunication/Line00258,Gotcha. We're moving out.=403
Conversation/AICommunication/Line00259,We're all in boys! Smoke 'em!=404
Conversation/AICommunication/Line00260,This is it! No backing down now!=405
Conversation/AICommunication/Line00261,Alright, we're going hot!=406
Conversation/AICommunication/Line00262,Alright raiders, hit em here!=407
Conversation/AICommunication/Line00263,The Swarm moves.=408
Conversation/AICommunication/Line00264,My brood is on the way.=409
Conversation/AICommunication/Line00265,Yes, we spare no one.=410
Conversation/AICommunication/Line00266,Go my children, destroy them.=411
Conversation/AICommunication/Line00267,My Swarm will tear them apart.=412
Conversation/AICommunication/Line00268,Remain on your guard, warriors!=413
Conversation/AICommunication/Line00269,You got a detector? Something's lurking in the shadows...=414
Conversation/AICommunication/Line00270,Understood.=415
Conversation/AICommunication/Line00271,We concur.=416
Conversation/AICommunication/Line00272,Gotcha.=417
Conversation/AICommunication/Line00273,Alright.=418
Conversation/AICommunication/Line00276,Agreed.=419
Conversation/AICommunication/Line00277,Done.=420
Conversation/AICommunication/Line00278,Yup.=421
Conversation/AICommunication/Line00279,I agree.=422
Conversation/AICommunication/Line00280,I'm not ready.=423
Conversation/AICommunication/Line00281,Not happenin'.=424
Conversation/AICommunication/Line00282,We must secure additional resources.=425
Conversation/AICommunication/Line00283,Our thoughts are one.=426
Conversation/Challengescombined/Line00001,Runde 1=427
Conversation/Challengescombined/Line00002,Runde 2=428
Conversation/Challengescombined/Line00003,Runde 3=429
Conversation/Challengescombined/Line00004,Neuer Rekord!=430
Conversation/Challengescombined/Line00005,Willkommen, Commander.=431
Conversation/Challengescombined/Line00006,In dieser Übung sollen Sie mit den wenigen Einheiten, die Ihnen zur Verfügung stehen, einen möglichst hohen Schaden unter den gegnerischen Truppen anrichten.=432
Conversation/Challengescombined/Line00007,Die Spezialfähigkeiten Ihrer Einheiten sind der Schlüssel zum Erreichen eines hohen Punktestandes, also setzen Sie sie mit Bedacht ein.=433
Conversation/Challengescombined/Line00008,Gegnerische Einheiten sind so lange unverwundbar, bis Sie Ihre Bereitschaft durch Drücken der "Bereit"-Taste bestätigen.=434
Conversation/Challengescombined/Line00009,Du musst so viele Feinde wie möglich mit den dir zur Verfügung stehenden Kreaturen vernichten.=435
Conversation/Challengescombined/Line00010,Erkunde die feindliche Basis. Wenn du bereit bist, deinen Angriff zu beginnen, betätige die "Bereit"-Taste.=436
Conversation/Challengescombined/Line00011,Du hast nicht viel Zeit! Greife ohne Gnade an und füge größtmöglichen Schaden zu!=437
Conversation/Challengescombined/Line00012,En Taro Tassadar, Adept. Ein Protoss-Krieger muss lernen, Feinde zu bekämpfen, die so zahlreich sind wie die Sterne am Nachthimmel.=438
Conversation/Challengescombined/Line00013,In dieser Simulation werdet Ihr eine kleine Streitmacht befehligen, die sich gegen Wellen von Angreifern behauptet. Vernichtet so viele, wie Ihr nur könnt.=439
Conversation/Challengescombined/Line00014,Nutzt das Gelände auf dem Schlachtfeld zu Eurem Vorteil und kämpft nur dort, wo Eure überlegenen Fähigkeiten zum Tragen kommen.=440
Conversation/Challengescombined/Line00015,En Taro Tassadar, Adept. Ein Protoss-Krieger muss die Stärken der eigenen Streitkräfte ebenso wie die Schwächen des Gegners kennen.=441
Conversation/Challengescombined/Line00016,In dieser Simulation werdet Ihr eine begrenzte Streitmacht zur Verteidigung dreier Pylonen befehligen.=442
Conversation/Challengescombined/Line00017,Die Pylonen liegen weit auseinander, also werdet Ihr Eure Streitkräfte aufteilen müssen, um alle drei zu verteidigen.=443
Conversation/Challengescombined/Line00018,Studiert die gegnerischen Kräfte und setzt Eure Einheiten so ein, dass sie dem Gegner möglichst effektiv entgegenwirken.=444
Conversation/Challengescombined/Line00019,Sobald Ihr Eure Einheiten verteilt habt, betätigt die "Bereit"-Taste, um zu beginnen.=445
